Pixel 	Energy 	
503.98459 	1975.2111 	
506.01272 	1958.2263 	
508.01014 	1941.6116 	
510.00758 	1924.8726 	
512.00484 	1908.2659 	
514.00374 	1891.5312 	
516.02237 	1875.064 	
518.00998 	1858.6475 	
520.00269 	1842.539 	
522.01494 	1826.2239 	
524.00524 	1810.4298 	
526.00868 	1794.2199 	
528.01053 	1778.6298 	
