Pixel 	Energy 	
670.00174 	845.91627 	
672.001 	835.13781 	
674.00532 	824.14675 	
676.06333 	813.13093 	
678.0046 	802.54195 	
680.06956 	791.57967 	
682.01625 	781.11999 	
684.00259 	770.80822 	
686.01126 	760.06563 	
688.01017 	749.55441 	
690.00628 	739.10046 	
692.00672 	728.77682 	
694.00416 	718.48246 	
696.00947 	708.00783 	
