Pixel 	Energy 	
682.95832 	776.74264 	
685.00723 	765.43999 	
687.00387 	755.09174 	
689.01941 	744.67037 	
691.01776 	734.24233 	
693.00583 	723.85314 	
695.00537 	713.58728 	
697.0054 	703.36777 	
699.00954 	693.11901 	
701.00657 	683.00745 	
703.00376 	672.6686 	
705.03504 	662.28699 	
707.00588 	652.39884 	
709.00688 	642.4219 	
