Energy 	2.7999 	2.7999 	-1.8001 	-5.0002 	-6.4995 	
858.1517 	9.7811111 	18.938889 	11.301111 	4.3577778 	
857.88186 	8.5366667 	15.578889 	9.1855556 	4.21 	
857.61216 	8.2644444 	14.936667 	8.68 	4.8244444 	
857.34258 	10.347778 	14.756667 	10.137778 	5.4211111 	
857.07314 	8.8777778 	14.807778 	9.3011111 	4.2888889 	
856.80382 	9.83 	18.604444 	9.4166667 	5.4577778 	
856.53463 	8.0588889 	19.766667 	9.5644444 	4.2677778 	
856.26557 	6.9244444 	17.45 	10.142222 	2.6066667 	
855.99664 	7.0822222 	13.655556 	10.063333 	3.4811111 	
855.72784 	8.1533333 	11.822222 	9.0266667 	4.0333333 	
855.45917 	8.5133333 	13.435556 	9.3533333 	4.3455556 	
855.19062 	7.28 	14.666667 	8.2588889 	4.2733333 	
854.92221 	6.2522222 	12.74 	7.4133333 	3.0333333 	
854.65392 	6.8233333 	12.625556 	8.6311111 	3.5444444 	
854.38577 	6.7088889 	12.171111 	8.24 	4.5522222 	
854.11774 	7.8633333 	13.134444 	7.3455556 	3.7044444 	
853.84984 	8.3444444 	15.871111 	8.2811111 	3.3488889 	
853.58207 	7.3722222 	15.727778 	8.9177778 	4.1822222 	
853.31442 	9.1277778 	14.194444 	8.3411111 	4.7822222 	
853.04691 	11.168889 	16.258889 	9.2355556 	5.5855556 	
852.77952 	11.572222 	16.894444 	9.9622222 	5.5933333 	
852.51226 	12.462222 	17.914444 	12.391111 	5.1233333 	
852.24513 	10.527778 	17.615556 	11.584444 	4.9288889 	
851.97813 	11.491111 	17.228889 	11.592222 	5.82 	
851.71126 	10.48 	19.584444 	12.727778 	5.9422222 	
851.44451 	11.504444 	22.218889 	16.576667 	8.0888889 	
851.17789 	12.842222 	23.791111 	14.413333 	7.8633333 	
850.9114 	15.641111 	26.496667 	14.416667 	8.2033333 	
850.64504 	16.127778 	26.476667 	14.961111 	8.9122222 	
850.3788 	16.475556 	27.825556 	17.102222 	9.3644444 	
850.11269 	15.558889 	28.143333 	19.454444 	9.5266667 	
849.84671 	20.056667 	33.736667 	25.998889 	12.568889 	
849.58086 	23.426667 	36.537778 	26.513333 	13.02 	
849.31513 	26.116667 	39.048889 	26.887778 	15.973333 	
849.04953 	27.976667 	44.673333 	33.285556 	15.703333 	
848.78406 	33.19 	49.985556 	38.142222 	17.368889 	
848.51872 	39.996667 	56.015556 	46.021111 	21.362222 	
848.2535 	45.643333 	62.277778 	50.342222 	25.96 	
847.98841 	50.016667 	65.258889 	54.64 	28.508889 	
847.72344 	53.976667 	70.198889 	61.352222 	33.342222 	
847.45861 	59.674444 	66.304444 	64.231111 	38.171111 	
847.1939 	65.848889 	61.753333 	63.621111 	40.847778 	
846.92931 	75.363333 	72.353333 	68.734444 	47.086667 	
846.66486 	108.50667 	108.17 	91.176667 	58.864444 	
846.40052 	154.17444 	176.55778 	132.15778 	78.215556 	
846.13632 	201.00667 	272.93778 	184.81556 	102.36778 	
845.87224 	245.87333 	381.56778 	235.63 	118.14556 	
845.60829 	237.56222 	432.82111 	240.52333 	114.50111 	
845.34447 	205.17556 	419.48333 	220.40111 	92.126667 	
845.08077 	177.00889 	387.92111 	197.79556 	81.358889 	
844.81719 	143.19222 	347.74222 	164.98111 	64.914444 	
844.55375 	115.18667 	312.48 	146.01889 	55.778889 	
