pixel 	Counts (time normalized) 	
1348 	38643.731 	
1349 	38660.962 	
1350 	38736.654 	
1351 	39470.077 	
1352 	38721.077 	
1353 	39696.962 	
1354 	38761.731 	
1355 	38663.077 	
1356 	38654.654 	
1357 	38637.115 	
1358 	38659.615 	
1359 	38647.269 	
1360 	38659.731 	
1361 	38641.808 	
1362 	38646.885 	
1363 	38652.038 	
1364 	38630.769 	
1365 	38635.731 	
1366 	38643.808 	
1367 	38655.923 	
1368 	38651.769 	
1369 	38646.462 	
1370 	38628.769 	
1371 	38636.231 	
1372 	38640.231 	
1373 	38645.654 	
1374 	38632.154 	
1375 	38652.346 	
1376 	38650.077 	
1377 	38647 	
1378 	38659.154 	
1379 	38637.346 	
1380 	38639.346 	
1381 	38634.115 	
1382 	38640.615 	
1383 	38645.5 	
1384 	38633.731 	
1385 	38649.385 	
1386 	38652.808 	
1387 	38651.231 	
1388 	38649.538 	
1389 	38639.769 	
1390 	38657.885 	
1391 	38653.308 	
1392 	38642.577 	
1393 	38655.5 	
1394 	38668.654 	
1395 	38659.308 	
1396 	38652.692 	
1397 	38632.385 	
1398 	38644.962 	
1399 	38642.231 	
1400 	38654.231 	
1401 	38646.346 	
1402 	38662.154 	
1403 	38653.192 	
1404 	38653.192 	
1405 	38630.654 	
1406 	38665.192 	
1407 	38649.154 	
1408 	38656.654 	
1409 	38633.5 	
1410 	38634.962 	
1411 	38642.731 	
1412 	38638.538 	
1413 	38653.423 	
1414 	38630.885 	
1415 	38642.538 	
1416 	38647.423 	
1417 	38635.731 	
1418 	38640.154 	
1419 	38652.962 	
1420 	38626.923 	
1421 	38638.769 	
1422 	38645.231 	
1423 	38636.769 	
1424 	38638.038 	
1425 	38649.038 	
1426 	38653.769 	
1427 	38661.923 	
1428 	38655.154 	
1429 	38665.923 	
1430 	38649.423 	
1431 	38646.192 	
1432 	38649.038 	
1433 	38626.885 	
1434 	38655.5 	
1435 	38632.615 	
1436 	38642 	
1437 	38651.654 	
1438 	38645.769 	
1439 	38646.731 	
1440 	38640.885 	
1441 	38648.5 	
1442 	38636 	
1443 	38647.846 	
1444 	38643.462 	
1445 	38661.385 	
1446 	38643.731 	
1447 	38636.423 	
1448 	38641.308 	
1449 	38640.308 	
1450 	38638.038 	
1451 	38640.346 	
1452 	38644.077 	
1453 	38632 	
1454 	38635.769 	
1455 	38640.077 	
1456 	38638.308 	
1457 	38640.154 	
1458 	38643.192 	
1459 	38638.269 	
1460 	38633.115 	
1461 	38646.038 	
1462 	38630.308 	
1463 	38628.346 	
1464 	38643.846 	
1465 	38633.885 	
1466 	38627.038 	
1467 	38649.808 	
1468 	38641.538 	
1469 	38638.038 	
1470 	38648.654 	
1471 	38646.808 	
1472 	38646.346 	
1473 	38637.654 	
1474 	38640.846 	
1475 	38632.731 	
1476 	38646.962 	
1477 	38642.923 	
1478 	38644.115 	
1479 	38653 	
1480 	38625.5 	
1481 	38639.077 	
1482 	38628.731 	
1483 	38645.923 	
1484 	38638.885 	
1485 	38622.846 	
1486 	38646.5 	
1487 	38635.654 	
1488 	38645.692 	
1489 	38641.692 	
1490 	38634.808 	
1491 	38641.654 	
1492 	38633.269 	
1493 	38635.769 	
1494 	38648.308 	
1495 	38629.077 	
1496 	38641.923 	
1497 	38651.654 	
1498 	38634.731 	
1499 	38643.077 	
1500 	38630.115 	
1501 	38655.231 	
1502 	38651.115 	
1503 	38646.192 	
1504 	38644.962 	
1505 	38646.731 	
1506 	38642.846 	
1507 	38638.423 	
1508 	38655.308 	
1509 	38663.538 	
1510 	38658.885 	
1511 	38634.846 	
1512 	38639.462 	
1513 	38637.5 	
1514 	38644.346 	
1515 	38648.692 	
1516 	38646.308 	
1517 	38633.115 	
1518 	38641.423 	
1519 	38646.885 	
1520 	38645.038 	
1521 	38632.308 	
1522 	38638.692 	
1523 	38640.769 	
1524 	38639.115 	
1525 	38652.308 	
1526 	38645.923 	
1527 	38627.846 	
1528 	38632.269 	
1529 	38664.462 	
1530 	38633.308 	
1531 	38635.692 	
1532 	38627.808 	
1533 	38650.731 	
1534 	38637.846 	
1535 	38649.308 	
1536 	38637.654 	
1537 	38654.692 	
1538 	38644.115 	
1539 	38648.154 	
1540 	38662.346 	
1541 	38650.962 	
1542 	38648.077 	
1543 	38633.769 	
1544 	38636.846 	
1545 	38646.346 	
1546 	38665.923 	
1547 	38623.538 	
1548 	38641.115 	
1549 	38638.038 	
1550 	38637.231 	
1551 	38639.846 	
1552 	38642.423 	
1553 	38622.115 	
1554 	38635.308 	
1555 	38643.5 	
1556 	38646.731 	
1557 	38646 	
1558 	38647.115 	
1559 	38629.808 	
1560 	38651.308 	
1561 	38636.462 	
1562 	38650.462 	
1563 	38629.846 	
1564 	38657.154 	
1565 	38636.654 	
1566 	38642.231 	
1567 	38635.962 	
1568 	38635.154 	
1569 	38639.231 	
1570 	38657.423 	
1571 	38640.231 	
1572 	38639.615 	
1573 	38638.308 	
1574 	38657.731 	
1575 	38634.654 	
1576 	38647.038 	
1577 	38653.308 	
1578 	38633.885 	
1579 	38635.462 	
1580 	38657.885 	
1581 	38630.423 	
1582 	38640.115 	
1583 	38653.269 	
1584 	38641.462 	
1585 	38640.423 	
1586 	38636.808 	
1587 	38643.231 	
1588 	38635.692 	
1589 	38631.5 	
1590 	38644.5 	
1591 	38619.538 	
1592 	38633.346 	
1593 	38638.192 	
1594 	38642.308 	
1595 	38629.192 	
1596 	38651.731 	
1597 	38640.385 	
1598 	38664.654 	
1599 	38642.654 	
1600 	38641.192 	
1601 	38655.731 	
1602 	38665.231 	
1603 	38635.192 	
1604 	38646.423 	
1605 	38647 	
1606 	38639.808 	
1607 	38645.231 	
1608 	38625.615 	
1609 	38644.231 	
1610 	38658.962 	
1611 	38650.423 	
1612 	38639.115 	
1613 	38630.615 	
1614 	38641.5 	
1615 	38634.038 	
1616 	38649.308 	
1617 	38638.077 	
1618 	38645 	
1619 	38636.192 	
1620 	38643.654 	
1621 	38639.077 	
1622 	38657.577 	
1623 	38625.808 	
1624 	38649.423 	
1625 	38638.154 	
1626 	38639.923 	
1627 	38628.115 	
1628 	38643.115 	
1629 	38627.385 	
1630 	38639.077 	
1631 	38642.308 	
1632 	38641.231 	
1633 	38651.077 	
1634 	38638.308 	
1635 	38638.808 	
1636 	38651.808 	
1637 	38640.077 	
1638 	38631.077 	
1639 	38634.654 	
1640 	38634.731 	
1641 	38636.077 	
1642 	38633 	
1643 	38640.654 	
1644 	38652.038 	
1645 	38642.423 	
1646 	38656.731 	
1647 	38646.769 	
1648 	38654.962 	
1649 	38651 	
1650 	38649.615 	
1651 	38642.846 	
1652 	38646.885 	
1653 	38630.808 	
1654 	38649.154 	
1655 	38658.154 	
1656 	38639.462 	
1657 	38647.308 	
1658 	38637.077 	
1659 	38642.923 	
1660 	38638.885 	
1661 	38652.5 	
1662 	38659.231 	
1663 	38633.731 	
1664 	38630.462 	
1665 	38648.231 	
1666 	38650.385 	
1667 	38632.385 	
1668 	38650.769 	
1669 	38640.615 	
1670 	38662.962 	
1671 	38641.154 	
1672 	38649.769 	
1673 	38630.692 	
1674 	38648.423 	
1675 	38654.885 	
1676 	38660.269 	
1677 	38650.808 	
1678 	38646.962 	
1679 	38632.846 	
1680 	38650.231 	
1681 	38626.115 	
1682 	38637.154 	
1683 	38635.962 	
1684 	38665.615 	
1685 	38633.808 	
1686 	38644.385 	
1687 	38647.5 	
1688 	38640.769 	
1689 	38646.231 	
1690 	38640.154 	
1691 	38641.769 	
1692 	38649.731 	
1693 	38645.231 	
1694 	38650.192 	
1695 	38631.808 	
1696 	38628.077 	
1697 	38654.615 	
1698 	38638.692 	
1699 	38633.192 	
1700 	38637.962 	
1701 	38648.154 	
1702 	38630.885 	
1703 	38650.423 	
1704 	38657.115 	
1705 	38640.346 	
1706 	38644.192 	
1707 	38644.462 	
1708 	38640.423 	
1709 	38643.654 	
1710 	38629.577 	
1711 	38652.154 	
1712 	38634.654 	
1713 	38641.731 	
1714 	38642.269 	
1715 	38652.615 	
1716 	38639 	
1717 	38653.038 	
1718 	38642.115 	
1719 	38631.5 	
1720 	38635.269 	
1721 	38672.038 	
1722 	38649.731 	
1723 	38648.5 	
1724 	38640.346 	
1725 	38625.615 	
1726 	38658.962 	
1727 	38638.423 	
1728 	38646.154 	
1729 	38661.962 	
1730 	38646.269 	
1731 	38636.423 	
1732 	38635.346 	
1733 	38642.231 	
1734 	38643.115 	
1735 	38634.654 	
1736 	38635.885 	
1737 	38641.731 	
1738 	38651.962 	
1739 	38647.154 	
1740 	38645.308 	
1741 	38640.923 	
1742 	38627.615 	
1743 	38650.423 	
1744 	38650.385 	
1745 	38631.077 	
1746 	38639.577 	
1747 	38649.231 	
1748 	38643.115 	
1749 	38634.269 	
1750 	38642.154 	
1751 	38662.538 	
1752 	38650.654 	
1753 	38645.5 	
1754 	38660.923 	
1755 	38657.654 	
1756 	38657.769 	
1757 	38641.731 	
1758 	38649.731 	
1759 	38655.769 	
1760 	38661.962 	
1761 	38648.846 	
1762 	38648.385 	
1763 	38658.923 	
1764 	38649.846 	
1765 	38644.808 	
1766 	38642.885 	
1767 	38651.885 	
1768 	38645.846 	
1769 	38653.846 	
1770 	38655.269 	
1771 	38644.885 	
1772 	38631.038 	
1773 	38649.577 	
1774 	38668.115 	
1775 	38647.769 	
1776 	38648.962 	
1777 	38647.308 	
1778 	38665.038 	
1779 	38663.846 	
1780 	38643.538 	
1781 	38649.731 	
1782 	38652.269 	
1783 	38654 	
1784 	38642.538 	
1785 	38652.808 	
1786 	38657.692 	
1787 	38650.731 	
1788 	38663.269 	
1789 	38643.808 	
1790 	38653.269 	
1791 	38667.269 	
1792 	38636.923 	
1793 	38653.923 	
1794 	38638.731 	
1795 	38635.692 	
1796 	38645.231 	
1797 	38648.692 	
1798 	38647.769 	
1799 	38648.231 	
1800 	38659.885 	
1801 	38646.731 	
1802 	38649.077 	
1803 	38668.192 	
1804 	38656.269 	
1805 	38658.615 	
1806 	38646.577 	
1807 	38655.654 	
1808 	38639.846 	
1809 	38672.846 	
1810 	38653.269 	
1811 	38668.5 	
1812 	38666.115 	
1813 	38667.308 	
1814 	38658 	
1815 	38653.154 	
1816 	38645.269 	
1817 	38653.462 	
1818 	38660.615 	
1819 	38655.692 	
1820 	38671.385 	
1821 	38647.346 	
1822 	38656.654 	
1823 	38653.692 	
1824 	38658.538 	
1825 	38657.538 	
1826 	38656.538 	
1827 	38648.269 	
1828 	38672.231 	
1829 	38646.154 	
1830 	38655.962 	
1831 	38648.385 	
1832 	38662.808 	
1833 	38638.308 	
1834 	38654.577 	
1835 	38661.885 	
1836 	38660.038 	
1837 	38649.077 	
1838 	38661.038 	
1839 	38661.846 	
1840 	38660.154 	
1841 	38662 	
1842 	38659.192 	
1843 	38653.462 	
1844 	38662.808 	
1845 	38660.308 	
1846 	38647.692 	
1847 	38660.846 	
1848 	38664.5 	
1849 	38649.769 	
1850 	38660.231 	
1851 	38648.385 	
1852 	38648.885 	
1853 	38649.923 	
1854 	38670.885 	
1855 	38646.538 	
1856 	38661.731 	
1857 	38659.077 	
1858 	38661.846 	
1859 	38666.885 	
1860 	38676.038 	
1861 	38681.577 	
1862 	38689.538 	
1863 	38667.462 	
1864 	38659.385 	
1865 	38666.885 	
1866 	38659.077 	
1867 	38659 	
1868 	38651.154 	
1869 	38657.885 	
1870 	38656.308 	
1871 	38652.769 	
1872 	38660.769 	
1873 	38654.962 	
1874 	38656.808 	
1875 	38661.577 	
1876 	38655.846 	
1877 	38675.308 	
1878 	38668.654 	
1879 	38655.731 	
1880 	38652.538 	
1881 	38668.615 	
1882 	38667.269 	
1883 	38651.962 	
1884 	38651.577 	
1885 	38650.308 	
1886 	38644.654 	
1887 	38670.308 	
1888 	38662.154 	
1889 	38659.154 	
1890 	38670.577 	
1891 	38667.154 	
1892 	38663.192 	
1893 	38660.423 	
1894 	38666.885 	
1895 	38655.577 	
1896 	38668.346 	
1897 	38653.077 	
1898 	38661.731 	
1899 	38664.038 	
1900 	38658.423 	
1901 	38664.308 	
1902 	38668.5 	
1903 	38656.577 	
1904 	38675.192 	
1905 	38659.615 	
1906 	38669.308 	
1907 	38668.846 	
1908 	38661.038 	
1909 	38667.462 	
1910 	38659.808 	
1911 	38656.731 	
1912 	38664.038 	
1913 	38670.231 	
1914 	38649.962 	
1915 	38652.885 	
1916 	38667 	
1917 	38672.615 	
1918 	38668.885 	
1919 	38661.192 	
1920 	38649.308 	
1921 	38673.346 	
1922 	38655.692 	
1923 	38663.885 	
1924 	38680.692 	
1925 	38666.885 	
1926 	38680.885 	
1927 	38680.846 	
1928 	38664.808 	
1929 	38662.846 	
1930 	38671.462 	
1931 	38662.192 	
1932 	38654.769 	
1933 	38659.769 	
1934 	38661.077 	
1935 	38661.577 	
1936 	38664.269 	
1937 	38668.692 	
1938 	38653.769 	
1939 	38677.346 	
1940 	38667.077 	
1941 	38661.346 	
1942 	38678.192 	
1943 	38677.769 	
1944 	38674.808 	
1945 	38666.885 	
1946 	38670.231 	
1947 	38673.308 	
1948 	38671.154 	
1949 	38651.231 	
1950 	38649.115 	
1951 	38663.385 	
1952 	38666.192 	
1953 	38675.538 	
1954 	38663.462 	
1955 	38667.231 	
1956 	38670.077 	
1957 	38674.769 	
1958 	38667.885 	
1959 	38665.423 	
1960 	38659.808 	
1961 	38656.038 	
1962 	38676.269 	
1963 	38652.615 	
1964 	38673.577 	
1965 	38677.192 	
1966 	38648.846 	
1967 	38656.5 	
1968 	38670.577 	
1969 	38662.077 	
1970 	38657.115 	
1971 	38670.577 	
1972 	38666 	
1973 	38661.038 	
1974 	38647.808 	
1975 	38655.885 	
1976 	38640.115 	
1977 	38653.577 	
1978 	38636.808 	
1979 	38643.308 	
1980 	38649.769 	
1981 	38644.077 	
1982 	38632.231 	
1983 	38638.769 	
1984 	38646.038 	
1985 	38620.538 	
1986 	38627.308 	
1987 	38632.923 	
1988 	38624.038 	
1989 	38627.038 	
1990 	38634.231 	
1991 	38610.231 	
1992 	38610.577 	
1993 	38620.962 	
1994 	38607.385 	
1995 	38604.769 	
1996 	38609.115 	
1997 	38600.923 	
1998 	38601.462 	
1999 	38613 	
2000 	38590.192 	
2001 	38576.462 	
2002 	38588.692 	
2003 	38610.192 	
2004 	38591.654 	
2005 	38597.808 	
2006 	38602.577 	
2007 	38584.385 	
2008 	38572.769 	
2009 	38560.923 	
2010 	38546.885 	
2011 	38550.615 	
2012 	38550.654 	
2013 	38546.269 	
2014 	38539.5 	
2015 	38533.923 	
2016 	38530 	
2017 	38515.154 	
2018 	38512.538 	
2019 	38517.077 	
2020 	38496.154 	
2021 	38505.423 	
2022 	38487.808 	
2023 	38466.615 	
2024 	38476.385 	
2025 	38458.692 	
2026 	38455.769 	
2027 	38484.423 	
2028 	38457.769 	
2029 	38449.692 	
2030 	38472.615 	
2031 	38521.654 	
2032 	38443.308 	
2033 	38422.077 	
2034 	38424.654 	
2035 	38394.885 	
2036 	38382.192 	
2037 	38375.538 	
2038 	38369.192 	
2039 	38354.038 	
2040 	38364.885 	
2041 	38332.885 	
2042 	38332.346 	
2043 	38325.077 	
2044 	38307.154 	
2045 	38286.269 	
2046 	38278.769 	
2047 	38279.462 	
